"Plot Title: 20457130"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20457130, SEN S/N: 20457130)"
1,06/17/20 16:30:00,8.120
2,06/17/20 16:35:00,5.050
3,06/17/20 16:40:00,3.564
4,06/17/20 16:45:00,2.823
5,06/17/20 16:50:00,2.396
6,06/17/20 16:55:00,2.155
7,06/17/20 17:00:00,2.021
8,06/17/20 17:05:00,1.913
9,06/17/20 17:10:00,1.832
10,06/17/20 17:15:00,1.778
11,06/17/20 17:20:00,1.724
12,06/17/20 17:25:00,1.670
13,06/17/20 17:30:00,1.643
14,06/17/20 17:35:00,1.615
15,06/17/20 17:40:00,1.588
16,06/17/20 17:45:00,1.534
17,06/17/20 17:50:00,1.507
18,06/17/20 17:55:00,1.480
19,06/17/20 18:00:00,1.480
20,06/17/20 18:05:00,1.453
21,06/17/20 18:10:00,1.425
22,06/17/20 18:15:00,1.398
23,06/17/20 18:20:00,1.371
24,06/17/20 18:25:00,1.371
25,06/17/20 18:30:00,1.344
26,06/17/20 18:35:00,1.344
27,06/17/20 18:40:00,1.317
28,06/17/20 18:45:00,1.289
29,06/17/20 18:50:00,1.289
30,06/17/20 18:55:00,1.262
31,06/17/20 19:00:00,1.262
32,06/17/20 19:05:00,1.235
33,06/17/20 19:10:00,1.235
34,06/17/20 19:15:00,1.208
35,06/17/20 19:20:00,1.208
36,06/17/20 19:25:00,1.208
37,06/17/20 19:30:00,1.180
38,06/17/20 19:35:00,1.180
39,06/17/20 19:40:00,1.153
40,06/17/20 19:45:00,1.153
41,06/17/20 19:50:00,1.153
42,06/17/20 19:55:00,1.126
43,06/17/20 20:00:00,1.126
44,06/17/20 20:05:00,1.126
45,06/17/20 20:10:00,1.099
46,06/17/20 20:15:00,1.099
47,06/17/20 20:20:00,1.099
48,06/17/20 20:25:00,1.071
49,06/17/20 20:30:00,1.071
50,06/17/20 20:35:00,1.071
51,06/17/20 20:40:00,1.044
52,06/17/20 20:45:00,1.044
53,06/17/20 20:50:00,1.044
54,06/17/20 20:55:00,1.044
55,06/17/20 21:00:00,1.017
56,06/17/20 21:05:00,1.017
57,06/17/20 21:10:00,1.017
58,06/17/20 21:15:00,1.017
59,06/17/20 21:20:00,0.989
60,06/17/20 21:25:00,0.989
61,06/17/20 21:30:00,0.989
62,06/17/20 21:35:00,0.989
63,06/17/20 21:40:00,0.962
64,06/17/20 21:45:00,0.962
