"Plot Title: 20457137"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20457137, SEN S/N: 20457137)"
1,06/17/20 16:00:00,20.365
2,06/17/20 16:05:00,18.652
3,06/17/20 16:10:00,17.796
4,06/17/20 16:15:00,17.225
5,06/17/20 16:20:00,16.773
6,06/17/20 16:25:00,16.415
7,06/17/20 16:30:00,16.129
8,06/17/20 16:35:00,15.939
9,06/17/20 16:40:00,15.867
10,06/17/20 16:45:00,15.796
11,06/17/20 16:50:00,15.772
12,06/17/20 16:55:00,15.748
13,06/17/20 17:00:00,15.700
14,06/17/20 17:05:00,15.652
15,06/17/20 17:10:00,15.629
16,06/17/20 17:15:00,15.581
17,06/17/20 17:20:00,15.509
18,06/17/20 17:25:00,15.414
19,06/17/20 17:30:00,15.294
20,06/17/20 17:35:00,15.247
21,06/17/20 17:40:00,15.270
22,06/17/20 17:45:00,15.390
23,06/17/20 17:50:00,15.438
24,06/17/20 17:55:00,15.509
25,06/17/20 18:00:00,15.414
26,06/17/20 18:05:00,15.342
27,06/17/20 18:10:00,15.223
28,06/17/20 18:15:00,15.199
29,06/17/20 18:20:00,15.055
30,06/17/20 18:25:00,14.840
31,06/17/20 18:30:00,14.625
32,06/17/20 18:35:00,14.553
33,06/17/20 18:40:00,14.553
34,06/17/20 18:45:00,14.553
35,06/17/20 18:50:00,14.457
36,06/17/20 18:55:00,14.457
37,06/17/20 19:00:00,14.553
38,06/17/20 19:05:00,14.697
39,06/17/20 19:10:00,14.625
40,06/17/20 19:15:00,14.649
41,06/17/20 19:20:00,14.721
42,06/17/20 19:25:00,14.721
43,06/17/20 19:30:00,14.721
44,06/17/20 19:35:00,14.649
45,06/17/20 19:40:00,14.601
46,06/17/20 19:45:00,14.505
47,06/17/20 19:50:00,14.361
48,06/17/20 19:55:00,14.194
49,06/17/20 20:00:00,14.146
50,06/17/20 20:05:00,14.050
51,06/17/20 20:10:00,13.882
52,06/17/20 20:15:00,13.618
53,06/17/20 20:20:00,13.401
54,06/17/20 20:25:00,13.161
55,06/17/20 20:30:00,12.944
56,06/17/20 20:35:00,12.678
57,06/17/20 20:40:00,12.389
58,06/17/20 20:45:00,12.098
59,06/17/20 20:50:00,11.783
60,06/17/20 20:55:00,11.467
61,06/17/20 21:00:00,11.151
62,06/17/20 21:05:00,10.761
63,06/17/20 21:10:00,10.296
64,06/17/20 21:15:00,9.928
65,06/17/20 21:20:00,9.608
66,06/17/20 21:25:00,9.238
67,06/17/20 21:30:00,8.916
